customer_id,age,gender,location,subscription_status,item_purchased,category,purchase_amount_usd,season,size,color,discount_applied,previous_purchases,frequency_of_purchases,review_rating,shipping_type,payment_method,age_group,purchase_frequency_days,customer_segment
195,23,Male,Texas,Yes,Sandals,Footwear,37.86,Winter,XL,Yellow,No,3,Weekly,3.21,Express,Debit Card,Young Adult,7,Returning
196,54,Male,Illinois,No,Skirt,Clothing,50.31,Winter,XL,Yellow,No,10,Weekly,3.98,Express,Debit Card,Middle-aged,7,Returning
197,51,Male,Georgia,No,Sneakers,Footwear,70.97,Winter,XL,Pink,Yes,8,Weekly,3.8,Express,Credit Card,Middle-aged,7,Returning
198,58,Male,Illinois,No,Jewelry,Accessories,52.5,Fall,M,Brown,No,10,Bi-Weekly,3.56,Express,Venmo,Middle-aged,14,Returning
199,23,Male,Montana,No,Sunglasses,Accessories,74.35,Summer,L,Red,No,6,Bi-Weekly,4.32,Standard,Cash,Young Adult,14,Returning
200,31,Male,Texas,No,Boots,Footwear,58.39,Spring,S,Gray,Yes,3,Monthly,3.98,Express,Venmo,Adult,30,Returning
201,52,Female,Florida,No,Coat,Outerwear,68.01,Summer,XL,Yellow,No,6,Monthly,3.6,Express,Cash,Middle-aged,30,Returning
202,33,Male,Illinois,No,Sweater,Clothing,35.06,Spring,XL,Green,Yes,6,Bi-Weekly,3.53,Express,Cash,Adult,14,Returning
203,19,Female,Ohio,No,Sneakers,Footwear,62.89,Summer,L,Blue,No,9,Quarterly,3.73,Express,Debit Card,Young Adult,90,Returning
204,25,Female,New York,No,Jacket,Outerwear,33.03,Spring,S,White,No,8,Monthly,3.79,Express,Cash,Adult,30,Returning
205,42,Female,Washington,No,Shirt,Clothing,75.62,Fall,L,Yellow,Yes,10,Quarterly,4.81,Express,PayPal,Middle-aged,90,Returning
206,47,Male,Georgia,No,Sunglasses,Accessories,41.5,Winter,M,Pink,No,4,Bi-Weekly,4.48,Express,Credit Card,Middle-aged,14,Returning
207,27,Male,Montana,Yes,Jewelry,Accessories,30.71,Winter,L,Black,No,9,Bi-Weekly,4.47,Express,Venmo,Adult,14,Returning
208,49,Female,California,Yes,Dress,Clothing,59.1,Fall,S,Pink,No,10,Annually,4.8,Express,Cash,Middle-aged,365,Returning
209,45,Female,Arizona,No,Scarf,Accessories,33.75,Spring,L,Red,Yes,5,Weekly,4.09,Standard,Cash,Middle-aged,7,Returning
210,28,Male,California,No,Scarf,Accessories,73.24,Fall,M,White,No,4,Monthly,4.49,Express,Cash,Adult,30,Returning
211,44,Female,Illinois,No,Blouse,Clothing,55.9,Fall,S,Black,No,10,Monthly,3.44,Express,Venmo,Middle-aged,30,Returning
212,55,Female,California,No,Hoodie,Outerwear,99.45,Summer,XL,Purple,Yes,10,Annually,3.37,Express,PayPal,Middle-aged,365,Returning
213,20,Male,New York,No,Jewelry,Accessories,34.47,Winter,S,White,No,8,Quarterly,4.16,Express,PayPal,Young Adult,90,Returning
214,29,Male,Washington,No,Sweater,Clothing,110.0,Spring,S,Brown,Yes,5,Annually,4.37,Express,Debit Card,Adult,365,Returning
215,56,Male,Texas,No,Shirt,Clothing,72.36,Spring,M,Green,No,3,Monthly,3.61,Express,Credit Card,Middle-aged,30,Returning
216,40,Male,Montana,No,Jewelry,Accessories,38.86,Spring,M,Green,No,10,Weekly,4.12,Express,Cash,Middle-aged,7,Returning
217,31,Male,Washington,No,Sneakers,Footwear,81.98,Summer,L,Brown,Yes,4,Quarterly,4.67,Express,Cash,Adult,90,Returning
218,50,Female,Montana,Yes,Coat,Clothing,97.02,Summer,L,Yellow,No,3,Annually,3.94,Express,Venmo,Middle-aged,365,Returning
219,56,Female,Texas,Yes,Jewelry,Accessories,39.25,Spring,L,Green,No,4,Monthly,3.77,Standard,Venmo,Middle-aged,30,Returning
220,70,Female,Georgia,No,Pants,Clothing,72.31,Spring,S,Pink,No,10,Quarterly,3.93,Express,Credit Card,Senior,90,Returning
221,36,Male,Georgia,No,Pants,Clothing,51.3,Fall,XL,White,Yes,4,Quarterly,2.49,Standard,PayPal,Adult,90,Returning
222,66,Male,Washington,No,Boots,Footwear,83.6,Fall,L,Yellow,No,4,Quarterly,3.5,Express,PayPal,Senior,90,Returning
223,60,Male,California,No,Belt,Accessories,72.63,Fall,XL,Pink,No,8,Bi-Weekly,3.18,Express,Venmo,Senior,14,Returning
224,69,Female,Ohio,No,Dress,Clothing,81.08,Fall,XL,Yellow,No,5,Monthly,4.51,Express,Debit Card,Senior,30,Returning
225,70,Female,Illinois,No,Jacket,Outerwear,57.75,Winter,L,Pink,Yes,8,Quarterly,3.14,Express,Cash,Senior,90,Returning
226,43,Male,Montana,No,Jewelry,Accessories,82.72,Summer,S,Blue,No,4,Weekly,3.54,Express,PayPal,Middle-aged,7,Returning
227,30,Male,Ohio,Yes,Skirt,Clothing,71.88,Winter,M,Green,No,6,Weekly,4.01,Express,Venmo,Adult,7,Returning
228,32,Male,Arizona,Yes,Hoodie,Outerwear,61.51,Winter,XL,Brown,No,6,Bi-Weekly,3.62,Express,Credit Card,Adult,14,Returning
229,55,Female,Texas,No,Dress,Clothing,74.74,Winter,S,Black,No,5,Annually,4.06,Express,Cash,Middle-aged,365,Returning
230,65,Male,Ohio,No,Scarf,Accessories,64.39,Fall,M,Blue,No,5,Annually,3.99,Express,Credit Card,Senior,365,Returning
231,36,Male,Texas,No,Jewelry,Accessories,43.23,Fall,M,White,No,4,Monthly,4.52,Express,Venmo,Adult,30,Returning
232,66,Female,California,No,Coat,Outerwear,59.73,Summer,M,Gray,No,6,Annually,4.11,Standard,Cash,Senior,365,Returning
233,27,Male,Arizona,No,Sandals,Footwear,74.61,Summer,M,Black,No,5,Quarterly,4.05,Express,Credit Card,Adult,90,Returning
234,32,Male,California,No,T-shirt,Clothing,39.99,Summer,M,Red,Yes,10,Quarterly,5.0,Express,PayPal,Adult,90,Returning
235,43,Female,Ohio,No,Scarf,Accessories,78.23,Fall,L,Gray,Yes,3,Weekly,3.88,Express,PayPal,Middle-aged,7,Returning
236,64,Female,Florida,No,Jewelry,Accessories,71.24,Spring,L,Black,No,9,Annually,3.83,Standard,Cash,Senior,365,Returning
237,61,Female,Florida,No,Sneakers,Footwear,46.03,Winter,L,Green,No,4,Quarterly,3.73,Express,Cash,Senior,90,Returning
238,46,Male,Florida,Yes,Dress,Clothing,51.97,Summer,XL,White,No,10,Bi-Weekly,3.46,Express,Cash,Middle-aged,14,Returning
239,22,Male,Ohio,Yes,Dress,Clothing,36.29,Fall,L,Purple,No,4,Bi-Weekly,3.76,Express,Venmo,Young Adult,14,Returning
240,68,Male,Ohio,No,Shirt,Clothing,38.02,Spring,XL,Pink,No,10,Annually,4.04,Express,Credit Card,Senior,365,Returning
241,55,Male,Ohio,No,Sweater,Clothing,78.63,Fall,S,Gray,Yes,6,Annually,3.57,Express,Venmo,Middle-aged,365,Returning
242,31,Male,Illinois,Yes,Shirt,Clothing,65.51,Winter,XL,Green,No,8,Annually,2.99,Express,Venmo,Adult,365,Returning
243,25,Female,Montana,No,Coat,Clothing,45.74,Spring,L,Green,Yes,3,Weekly,4.15,Express,Venmo,Adult,7,Returning
244,39,Male,Florida,No,Hoodie,Outerwear,86.59,Summer,XL,Black,No,7,Bi-Weekly,4.58,Standard,Cash,Adult,14,Returning
245,25,Male,Montana,No,Sunglasses,Accessories,65.44,Spring,XL,Brown,No,5,Weekly,3.66,Express,Venmo,Adult,7,Returning
246,63,Male,Florida,No,Sandals,Footwear,47.61,Winter,M,Green,Yes,4,Weekly,3.19,Express,Credit Card,Senior,7,Returning
247,61,Male,Montana,No,Sandals,Footwear,28.54,Spring,S,Gray,No,5,Weekly,3.6,Express,Debit Card,Senior,7,Returning
248,56,Male,New York,No,T-shirt,Clothing,44.98,Winter,M,Yellow,Yes,9,Monthly,4.13,Express,Credit Card,Middle-aged,30,Returning
249,28,Male,Ohio,Yes,T-shirt,Clothing,34.94,Spring,M,Blue,Yes,3,Annually,3.25,Express,PayPal,Adult,365,Returning
250,60,Male,Florida,No,Blouse,Clothing,98.45,Summer,L,Purple,No,4,Monthly,3.51,Express,Debit Card,Senior,30,Returning
251,50,Female,Georgia,Yes,Dress,Clothing,50.23,Winter,XL,Gray,No,6,Bi-Weekly,3.17,Standard,Debit Card,Middle-aged,14,Returning
252,36,Male,Texas,Yes,Coat,Outerwear,70.92,Spring,XL,Purple,No,10,Bi-Weekly,4.1,Express,PayPal,Adult,14,Returning
253,65,Male,Georgia,No,Coat,Clothing,49.55,Winter,M,Green,No,8,Annually,3.5,Express,Debit Card,Senior,365,Returning
254,63,Male,Ohio,No,Belt,Accessories,23.49,Summer,S,Blue,No,7,Monthly,4.44,Express,Debit Card,Senior,30,Returning
255,25,Male,Ohio,No,Blouse,Clothing,57.15,Fall,S,Yellow,Yes,5,Bi-Weekly,3.8,Express,PayPal,Adult,14,Returning
256,45,Female,Illinois,No,T-shirt,Clothing,65.46,Summer,S,Brown,No,6,Bi-Weekly,3.94,Standard,PayPal,Middle-aged,14,Returning
257,39,Male,Illinois,No,Jewelry,Accessories,31.27,Fall,S,Yellow,No,7,Weekly,4.08,Express,Debit Card,Adult,7,Returning
258,34,Male,Arizona,No,Sunglasses,Accessories,62.26,Summer,S,Black,No,8,Quarterly,4.17,Standard,Debit Card,Adult,90,Returning
259,51,Male,California,No,Sandals,Footwear,15.0,Spring,S,Brown,No,9,Monthly,3.42,Express,PayPal,Middle-aged,30,Returning
260,36,Male,Arizona,No,Sneakers,Footwear,67.79,Spring,L,White,Yes,6,Annually,3.83,Express,Venmo,Adult,365,Returning
261,21,Male,California,No,Belt,Accessories,50.83,Summer,XL,Gray,No,5,Annually,3.48,Express,PayPal,Young Adult,365,Returning
262,33,Male,Ohio,No,Coat,Outerwear,63.65,Fall,M,Brown,No,8,Bi-Weekly,4.57,Standard,PayPal,Adult,14,Returning
263,23,Male,Washington,No,Coat,Clothing,65.71,Winter,XL,Blue,No,4,Quarterly,2.94,Express,Credit Card,Young Adult,90,Returning
264,49,Male,Washington,Yes,Sandals,Footwear,86.53,Winter,XL,Brown,No,10,Monthly,3.51,Express,Debit Card,Middle-aged,30,Returning
265,22,Male,Arizona,No,Coat,Clothing,15.0,Spring,M,Purple,Yes,6,Weekly,4.38,Standard,Cash,Young Adult,7,Returning
266,27,Female,Washington,No,Shirt,Clothing,69.42,Fall,L,Black,Yes,5,Monthly,3.57,Express,Credit Card,Adult,30,Returning
267,64,Female,California,Yes,Sneakers,Footwear,24.98,Fall,L,Gray,No,4,Quarterly,4.5,Express,Cash,Senior,90,Returning
268,34,Male,New York,Yes,Sandals,Footwear,57.39,Winter,M,Purple,No,6,Annually,3.3,Express,Cash,Adult,365,Returning
269,63,Male,Ohio,Yes,Coat,Clothing,46.58,Winter,S,Yellow,No,5,Bi-Weekly,3.43,Standard,PayPal,Senior,14,Returning
270,40,Male,Georgia,Yes,T-shirt,Clothing,33.72,Fall,M,Yellow,No,7,Quarterly,3.13,Express,PayPal,Middle-aged,90,Returning
271,37,Male,California,Yes,Jewelry,Accessories,42.89,Spring,M,Brown,Yes,8,Monthly,3.79,Express,Venmo,Adult,30,Returning
272,70,Male,Montana,No,Coat,Clothing,28.9,Winter,M,Brown,No,5,Weekly,2.81,Standard,Venmo,Senior,7,Returning
273,64,Male,Arizona,No,Shoes,Footwear,72.87,Fall,M,Gray,Yes,6,Monthly,3.39,Express,Debit Card,Senior,30,Returning
274,19,Male,Washington,No,Coat,Outerwear,39.47,Winter,S,Gray,No,10,Annually,3.58,Express,Venmo,Young Adult,365,Returning
275,67,Male,California,No,Sweater,Clothing,42.66,Spring,XL,Purple,Yes,5,Bi-Weekly,4.37,Express,PayPal,Senior,14,Returning
276,53,Female,New York,No,Sneakers,Footwear,79.75,Spring,L,Gray,No,8,Annually,3.12,Express,Debit Card,Middle-aged,365,Returning
277,23,Female,Florida,No,Coat,Outerwear,64.18,Winter,S,Red,No,7,Annually,2.82,Express,Cash,Young Adult,365,Returning
278,57,Female,Montana,No,Jacket,Outerwear,48.31,Summer,S,Brown,Yes,8,Weekly,3.71,Express,PayPal,Middle-aged,7,Returning
279,44,Male,Montana,Yes,Pants,Clothing,77.23,Fall,S,Blue,Yes,9,Annually,4.11,Express,Cash,Middle-aged,365,Returning
280,23,Female,Georgia,No,Jacket,Outerwear,90.77,Spring,XL,Brown,Yes,3,Monthly,3.21,Express,Debit Card,Young Adult,30,Returning
281,63,Male,California,No,Scarf,Accessories,54.38,Summer,XL,Blue,No,3,Annually,2.75,Express,PayPal,Senior,365,Returning
282,26,Male,Georgia,No,Sweater,Clothing,61.96,Winter,L,Green,No,6,Quarterly,3.66,Express,Debit Card,Adult,90,Returning
283,40,Male,Ohio,No,Sunglasses,Accessories,42.53,Fall,L,Brown,Yes,7,Monthly,3.79,Express,Debit Card,Middle-aged,30,Returning
284,23,Female,Arizona,No,Dress,Clothing,77.88,Winter,M,Gray,Yes,6,Quarterly,2.98,Standard,Debit Card,Young Adult,90,Returning
285,60,Female,Georgia,No,Boots,Footwear,94.15,Summer,S,Red,No,7,Weekly,3.86,Express,Debit Card,Senior,7,Returning
286,58,Female,Washington,No,Skirt,Clothing,63.96,Spring,L,Black,No,7,Quarterly,3.26,Express,PayPal,Middle-aged,90,Returning
287,63,Male,Illinois,No,Coat,Clothing,23.72,Summer,XL,Brown,No,3,Weekly,3.07,Express,Credit Card,Senior,7,Returning
288,24,Male,Florida,No,Jewelry,Accessories,42.83,Fall,M,Purple,Yes,7,Bi-Weekly,3.5,Express,Cash,Young Adult,14,Returning
289,36,Male,Georgia,No,Scarf,Accessories,99.38,Winter,S,Blue,Yes,4,Quarterly,3.92,Express,Debit Card,Adult,90,Returning
290,21,Female,Florida,No,Blouse,Clothing,80.16,Spring,L,Brown,No,8,Bi-Weekly,3.42,Express,Venmo,Young Adult,14,Returning
291,25,Female,Georgia,No,Sweater,Clothing,15.0,Summer,S,Yellow,No,8,Annually,3.26,Standard,Venmo,Adult,365,Returning
292,70,Male,Texas,Yes,Skirt,Clothing,34.31,Summer,XL,Yellow,Yes,4,Monthly,4.51,Standard,Cash,Senior,30,Returning
293,21,Female,Illinois,No,Shoes,Footwear,64.65,Fall,S,Green,No,4,Quarterly,4.44,Express,Cash,Young Adult,90,Returning
294,62,Male,Washington,No,Blouse,Clothing,69.58,Summer,L,Brown,No,10,Monthly,4.03,Express,Venmo,Senior,30,Returning
295,29,Male,Ohio,Yes,Skirt,Clothing,15.0,Fall,XL,Blue,Yes,8,Annually,4.78,Express,Credit Card,Adult,365,Returning
296,70,Male,Montana,No,Pants,Clothing,63.11,Winter,M,Gray,No,9,Quarterly,3.08,Express,PayPal,Senior,90,Returning
297,31,Male,California,No,Scarf,Accessories,65.98,Fall,S,Blue,No,6,Weekly,3.82,Express,PayPal,Adult,7,Returning
298,63,Male,New York,Yes,Sweater,Clothing,70.18,Summer,M,White,No,4,Bi-Weekly,3.78,Express,PayPal,Senior,14,Returning
299,64,Female,Arizona,No,Sunglasses,Accessories,69.65,Fall,L,Brown,No,9,Monthly,3.58,Express,PayPal,Senior,30,Returning
300,50,Male,Washington,No,T-shirt,Clothing,66.39,Fall,L,Gray,No,6,Quarterly,3.89,Express,PayPal,Middle-aged,90,Returning
301,62,Male,Ohio,No,Boots,Footwear,86.96,Spring,L,White,No,10,Weekly,3.17,Standard,Cash,Senior,7,Returning
302,41,Female,Florida,No,Shirt,Clothing,58.62,Fall,S,Green,No,9,Bi-Weekly,3.67,Express,Venmo,Middle-aged,14,Returning
303,37,Male,Georgia,No,Coat,Clothing,95.79,Spring,M,Pink,Yes,8,Monthly,3.01,Express,Cash,Adult,30,Returning
304,50,Male,Texas,No,Belt,Accessories,76.65,Winter,S,Black,No,5,Weekly,4.81,Express,Venmo,Middle-aged,7,Returning
305,42,Male,California,Yes,Sneakers,Footwear,62.49,Winter,L,White,No,8,Annually,4.16,Express,Credit Card,Middle-aged,365,Returning
306,48,Male,Florida,No,Belt,Accessories,29.82,Fall,L,Red,No,4,Weekly,3.8,Express,Credit Card,Middle-aged,7,Returning
307,69,Female,Florida,No,Belt,Accessories,80.89,Summer,S,Pink,No,9,Weekly,4.03,Standard,Cash,Senior,7,Returning
308,59,Male,Arizona,Yes,Jewelry,Accessories,100.6,Fall,M,Yellow,No,6,Annually,3.75,Express,Debit Card,Middle-aged,365,Returning
309,48,Male,California,No,Sneakers,Footwear,57.69,Summer,L,Purple,No,9,Monthly,3.96,Express,PayPal,Middle-aged,30,Returning
310,39,Female,Arizona,No,Sneakers,Footwear,42.93,Fall,S,Brown,No,6,Monthly,3.43,Express,Cash,Adult,30,Returning
311,64,Male,Ohio,No,Boots,Footwear,52.41,Summer,XL,Pink,No,10,Annually,5.0,Express,Credit Card,Senior,365,Returning
312,43,Male,Texas,No,Sneakers,Footwear,51.75,Spring,M,Gray,Yes,5,Monthly,3.66,Express,Cash,Middle-aged,30,Returning
313,18,Male,Texas,Yes,Sandals,Footwear,64.21,Winter,L,Black,No,9,Quarterly,3.42,Standard,Cash,Young Adult,90,Returning
314,50,Male,Texas,No,Sandals,Footwear,61.42,Winter,XL,Blue,No,9,Quarterly,4.65,Express,Venmo,Middle-aged,90,Returning
315,34,Male,California,Yes,Hoodie,Outerwear,65.88,Summer,L,White,No,10,Monthly,3.24,Express,Venmo,Adult,30,Returning
316,57,Male,California,No,Dress,Clothing,63.38,Spring,L,Pink,Yes,10,Bi-Weekly,2.91,Standard,Credit Card,Middle-aged,14,Returning
317,37,Female,Washington,No,Pants,Clothing,47.16,Fall,S,Purple,Yes,7,Bi-Weekly,4.04,Express,Credit Card,Adult,14,Returning
318,22,Male,New York,No,Jacket,Outerwear,50.44,Summer,S,Red,No,10,Bi-Weekly,3.67,Standard,Cash,Young Adult,14,Returning
319,24,Male,California,Yes,Sunglasses,Accessories,39.7,Fall,XL,Black,No,9,Quarterly,3.66,Express,Debit Card,Young Adult,90,Returning
320,41,Male,New York,No,Sunglasses,Accessories,84.66,Spring,M,Black,No,3,Monthly,3.53,Standard,Debit Card,Middle-aged,30,Returning
321,24,Female,Florida,No,T-shirt,Clothing,64.57,Spring,S,Purple,No,4,Quarterly,2.94,Express,Cash,Young Adult,90,Returning
322,41,Male,Illinois,No,Scarf,Accessories,61.91,Fall,XL,Blue,No,8,Monthly,3.19,Express,Venmo,Middle-aged,30,Returning
323,51,Female,Illinois,No,Shoes,Footwear,84.97,Spring,L,Gray,Yes,9,Monthly,3.26,Express,Debit Card,Middle-aged,30,Returning
324,18,Female,New York,No,Jacket,Outerwear,43.51,Winter,L,Yellow,Yes,7,Weekly,3.79,Express,Cash,Young Adult,7,Returning
325,40,Female,Florida,No,Belt,Accessories,61.34,Winter,L,Blue,No,6,Weekly,4.99,Express,Credit Card,Middle-aged,7,Returning
326,64,Male,Ohio,No,Skirt,Clothing,55.19,Spring,L,Purple,No,4,Monthly,3.38,Express,Venmo,Senior,30,Returning
327,50,Male,Texas,No,Shirt,Clothing,50.96,Fall,S,White,No,9,Monthly,4.92,Express,Debit Card,Middle-aged,30,Returning
328,18,Male,Washington,No,Jacket,Outerwear,70.39,Winter,S,Black,No,8,Bi-Weekly,3.86,Express,PayPal,Young Adult,14,Returning
329,49,Male,California,No,Blouse,Clothing,49.85,Fall,XL,White,No,8,Quarterly,4.02,Standard,Debit Card,Middle-aged,90,Returning
330,42,Male,Arizona,Yes,Shirt,Clothing,47.52,Spring,S,Gray,No,10,Weekly,3.06,Standard,Credit Card,Middle-aged,7,Returning
331,70,Male,California,No,Blouse,Clothing,92.58,Winter,M,Black,Yes,10,Annually,4.06,Express,Credit Card,Senior,365,Returning
332,46,Male,New York,No,Blouse,Clothing,78.6,Summer,XL,Purple,No,6,Quarterly,3.87,Express,Venmo,Middle-aged,90,Returning
333,59,Male,Texas,No,Jewelry,Accessories,47.55,Fall,M,Blue,No,3,Quarterly,2.88,Express,Venmo,Middle-aged,90,Returning
334,66,Male,Ohio,No,Sandals,Footwear,56.43,Winter,XL,Brown,No,4,Bi-Weekly,3.44,Express,Credit Card,Senior,14,Returning
335,37,Male,Washington,No,Sandals,Footwear,57.85,Spring,M,Gray,No,5,Annually,4.02,Standard,PayPal,Adult,365,Returning
336,26,Male,California,Yes,Sunglasses,Accessories,38.22,Fall,M,Blue,No,9,Quarterly,2.96,Express,Cash,Adult,90,Returning
337,63,Male,Texas,Yes,Pants,Clothing,79.76,Winter,XL,Blue,No,7,Monthly,3.48,Standard,Cash,Senior,30,Returning
338,20,Male,Illinois,Yes,Sneakers,Footwear,65.89,Spring,XL,Green,No,7,Bi-Weekly,4.67,Express,Cash,Young Adult,14,Returning
339,31,Male,Texas,No,Coat,Clothing,85.89,Fall,S,Brown,No,6,Bi-Weekly,3.82,Express,Credit Card,Adult,14,Returning
340,36,Male,Texas,No,Jacket,Outerwear,69.72,Spring,L,Pink,No,6,Quarterly,4.47,Express,Debit Card,Adult,90,Returning
341,25,Female,California,No,Boots,Footwear,62.43,Spring,XL,White,Yes,7,Weekly,2.54,Express,Venmo,Adult,7,Returning
342,27,Female,Arizona,No,Sweater,Clothing,60.19,Winter,XL,Green,No,8,Weekly,3.61,Express,PayPal,Adult,7,Returning
343,29,Female,Washington,No,Scarf,Accessories,60.05,Fall,L,White,No,4,Annually,3.05,Express,Credit Card,Adult,365,Returning
344,64,Male,Illinois,No,Shoes,Footwear,58.38,Summer,XL,Gray,Yes,7,Bi-Weekly,3.47,Express,Credit Card,Senior,14,Returning
345,43,Male,Texas,No,Coat,Outerwear,91.57,Summer,L,Purple,No,3,Weekly,4.15,Standard,Debit Card,Middle-aged,7,Returning
346,35,Male,Texas,No,Scarf,Accessories,78.14,Fall,M,Purple,No,10,Quarterly,4.85,Express,Venmo,Adult,90,Returning
347,54,Male,Georgia,No,Coat,Outerwear,51.31,Spring,S,Green,Yes,4,Weekly,4.22,Standard,Debit Card,Middle-aged,7,Returning
348,24,Male,New York,No,Boots,Footwear,35.82,Winter,L,Purple,No,6,Annually,4.28,Express,Venmo,Young Adult,365,Returning
349,57,Female,Arizona,No,Coat,Clothing,56.86,Spring,M,Pink,Yes,9,Weekly,3.95,Standard,PayPal,Middle-aged,7,Returning
350,45,Female,Florida,No,Sweater,Clothing,37.63,Fall,XL,Pink,No,5,Bi-Weekly,4.46,Standard,Venmo,Middle-aged,14,Returning
351,68,Male,California,No,Skirt,Clothing,56.95,Fall,S,Green,Yes,6,Weekly,3.56,Express,Credit Card,Senior,7,Returning
352,58,Female,Florida,No,Pants,Clothing,43.45,Summer,S,Brown,No,7,Monthly,3.25,Standard,Cash,Middle-aged,30,Returning
353,56,Male,Georgia,No,Skirt,Clothing,81.69,Fall,M,Black,No,3,Monthly,3.45,Express,Credit Card,Middle-aged,30,Returning
354,64,Male,Florida,No,Boots,Footwear,73.47,Spring,M,White,No,9,Weekly,3.71,Standard,Venmo,Senior,7,Returning
355,61,Male,New York,No,Coat,Clothing,64.06,Spring,M,Green,No,4,Bi-Weekly,4.38,Standard,PayPal,Senior,14,Returning
356,36,Male,California,No,Sweater,Clothing,47.65,Fall,M,Purple,No,6,Bi-Weekly,3.51,Express,Cash,Adult,14,Returning
357,38,Male,New York,Yes,Hoodie,Outerwear,40.16,Spring,S,Purple,Yes,3,Annually,4.24,Express,Cash,Adult,365,Returning
358,67,Male,Montana,No,Scarf,Accessories,67.52,Winter,M,Yellow,No,7,Monthly,3.88,Express,PayPal,Senior,30,Returning
359,42,Male,Texas,No,Skirt,Clothing,64.47,Spring,S,Blue,No,7,Monthly,3.2,Express,Venmo,Middle-aged,30,Returning
360,37,Female,Ohio,No,Coat,Clothing,54.47,Spring,S,Black,No,6,Bi-Weekly,3.48,Express,Debit Card,Adult,14,Returning
361,34,Female,New York,No,Jacket,Outerwear,98.17,Spring,M,Brown,No,9,Annually,3.92,Standard,Credit Card,Adult,365,Returning
362,26,Male,Texas,No,Jacket,Outerwear,53.39,Spring,M,Gray,No,5,Weekly,3.45,Express,PayPal,Adult,7,Returning
363,41,Male,Florida,Yes,Scarf,Accessories,88.44,Spring,S,Black,Yes,7,Quarterly,3.78,Express,Cash,Middle-aged,90,Returning
364,56,Female,California,No,Sneakers,Footwear,53.42,Summer,XL,Yellow,No,7,Weekly,2.96,Standard,Cash,Middle-aged,7,Returning
365,31,Male,Illinois,Yes,Jacket,Outerwear,21.85,Winter,XL,Yellow,Yes,8,Weekly,3.45,Express,Credit Card,Adult,7,Returning
366,22,Male,Washington,No,Sunglasses,Accessories,90.05,Fall,M,Pink,No,4,Bi-Weekly,3.79,Standard,Venmo,Young Adult,14,Returning
367,51,Male,Washington,Yes,Shoes,Footwear,29.92,Spring,XL,Black,No,9,Quarterly,3.65,Standard,Credit Card,Middle-aged,90,Returning
368,22,Male,Florida,No,T-shirt,Clothing,47.89,Fall,L,Red,Yes,3,Monthly,3.13,Express,PayPal,Young Adult,30,Returning
369,21,Male,California,Yes,Pants,Clothing,48.46,Winter,M,Red,Yes,8,Monthly,3.42,Express,Cash,Young Adult,30,Returning
370,41,Male,Washington,Yes,Boots,Footwear,62.82,Winter,M,Blue,No,6,Monthly,3.29,Express,Venmo,Middle-aged,30,Returning
371,69,Male,Florida,No,Shirt,Clothing,20.28,Summer,XL,Pink,No,5,Annually,3.71,Express,Venmo,Senior,365,Returning
372,23,Male,Montana,No,Skirt,Clothing,64.71,Spring,S,Red,No,4,Annually,4.15,Standard,Venmo,Young Adult,365,Returning
373,48,Female,Montana,Yes,Hoodie,Outerwear,67.67,Summer,L,White,No,9,Weekly,3.36,Express,Venmo,Middle-aged,7,Returning
374,56,Male,Washington,Yes,Pants,Clothing,46.26,Summer,L,Green,Yes,6,Quarterly,3.85,Express,Debit Card,Middle-aged,90,Returning
375,26,Female,Texas,No,T-shirt,Clothing,31.66,Spring,XL,Black,No,8,Weekly,4.36,Express,Debit Card,Adult,7,Returning
376,64,Male,Ohio,No,Belt,Accessories,42.01,Fall,M,Red,Yes,5,Bi-Weekly,3.92,Standard,Venmo,Senior,14,Returning
377,26,Male,Florida,No,Pants,Clothing,75.13,Spring,L,Yellow,No,4,Annually,3.72,Express,Venmo,Adult,365,Returning
378,55,Male,Montana,Yes,Shoes,Footwear,56.27,Fall,XL,Gray,No,6,Bi-Weekly,3.52,Express,Debit Card,Middle-aged,14,Returning
379,55,Male,Illinois,Yes,Belt,Accessories,52.79,Fall,M,Green,No,3,Bi-Weekly,4.0,Express,Debit Card,Middle-aged,14,Returning
380,26,Male,Florida,Yes,Dress,Clothing,69.21,Spring,M,Brown,No,8,Quarterly,4.5,Standard,Venmo,Adult,90,Returning
381,44,Female,New York,No,Blouse,Clothing,83.37,Summer,XL,Pink,Yes,7,Weekly,4.67,Express,Cash,Middle-aged,7,Returning
382,59,Female,Washington,No,Coat,Outerwear,96.94,Summer,XL,Yellow,No,3,Quarterly,4.37,Express,Credit Card,Middle-aged,90,Returning
383,69,Female,Arizona,Yes,Pants,Clothing,72.22,Winter,S,Purple,No,8,Bi-Weekly,3.43,Express,PayPal,Senior,14,Returning
